HID1,HID2
29586,29407
58936,58893
82055,82056
18151,17226
115026,122416
31989,31719
31989,31174
65762,66432
10513,10785
97452,95525
97452,23285
6997,6707
138574,138716
97194,146798
16897,19832
16897,13435
62424,51291
34712,34697
79331,151780
93617,142168
93617,93540
67647,67305
108948,108855
108948,100561
108948,108703
70662,70289
70662,71095
70662,70752
70662,70433
70662,71293
28979,28335
150075,149758
69882,69818
69882,69677
114740,114520
94446,128551
94446,94436
20552,21615
47161,48367
93134,93237
7173,1382
74912,75962
94199,123716
98629,97974
98629,98730
121177,94460
121177,121095
88556,88554
124416,120065
124416,124615
124416,108732
124416,124792
91846,39547
47122,47541
53680,54434
53680,53826
53680,54168
87352,87092
84614,84598
26982,3440
4011,3831
2378,67247
1779,1621
137959,137794
39896,40297
57930,57213
57930,57736
21107,21329
131537,131478
9783,14593
109187,109849
110581,110026
110581,110402
110581,109496
10658,7912
10658,13001
90150,146590
19769,11438
19769,18327
19769,19914
19769,18537
42805,140014
24334,24524
24334,105988
149625,149281
132227,128585
147022,145698
147022,97458
38644,39093
33094,28957
106988,103482
79108,61706
689,959
47169,47052
149118,149734
149118,148049
149118,149090
149118,68209
11918,4455
108413,135592
108413,109981
102395,101393
102395,118459
67595,59350
103569,103042
1014,853
14619,14742
35805,33575
35805,33421
53062,40744
53062,53458
25288,25554
39959,132922
28803,28527
132325,132331
12752,12092
12752,2269
131461,131105
23118,22736
133360,133468
131039,131476
69197,68717
69197,69604
4351,4576
101861,102439
101861,119721
142742,141251
142742,142536
154014,153845
154014,147848
57329,51168
49258,50035
28957,27894
28957,35215
115083,115114
11253,13543
11253,16101
3806,4455
4888,4226
122951,122960
122951,124792
122951,91551
122951,122589
154793,23872
73053,72747
99649,128829
92286,92393
92286,138890
39667,40274
137973,138103
155378,24293
155378,155418
155378,155018
139278,139132
132238,132000
9058,149551
147935,44847
147935,149418
147935,147938
147935,148334
111750,111196
6254,5020
65333,65667
12130,14423
77007,77314
108900,133485
35361,32898
154885,155554
154885,155311
1616,1385
130787,130933
130787,130028
100035,131314
100035,100430
100035,40297
114058,114081
114058,113524
147320,147696
147320,22369
71590,71581
15503,15671
66007,62329
93010,93004
16913,10087
152596,152248
152596,30790
66626,66940
66626,53694
66626,66349
89743,90062
89743,89761
89743,89784
129663,129724
129663,115132
129663,121596
129663,102325
42593,42687
42593,65882
42593,54100
42593,42528
12000,11741
12000,11927
141101,142556
116661,116778
12967,12856
131046,140000
131046,100793
100639,100510
100639,100912
138356,137986
628,866
628,237
68321,68342
85500,84881
10305,17582
29095,33455
29095,33481
33575,36532
33575,28802
33575,35985
9367,5371
49126,49171
149400,149600
149400,149096
49017,49745
23140,155064
23140,155247
37888,38222
73035,74142
140682,140407
25363,35482
20146,20238
98925,98132
107169,107134
107169,107382
107169,107375
27595,25883
108962,108928
108962,101137
108962,108681
94877,95643
93234,140226
149921,149976
46671,46802
94736,128926
77173,77084
69153,67247
69153,63401
121611,116498
133133,131667
71663,71916
106575,106929
68713,68255
68713,68715
126396,108462
37242,34459
29809,29437
49262,49031
8902,9874
8902,9264
43885,44477
137526,138231
48309,48038
5335,14789
24227,22686
24227,23492
101646,101759
113213,112734
113213,109942
49468,117624
49468,37588
49468,48599
49468,25869
49468,49461
119638,93849
131562,102143
49779,49443
49779,49038
61693,71904
61693,70643
2198,3608
2198,2837
50581,50856
145582,145523
42414,42483
150670,150255
54583,54731
54583,54571
41445,41062
68723,69366
137858,137936
137858,137476
137858,138290
128926,108036
101178,100725
27024,27265
8862,9257
8862,5008
68328,69128
88243,64293
88243,86230
18408,18924
7121,43740
7121,6772
31885,31574
93971,134077
87959,87660
8731,7883
79110,79412
7805,4325
7805,7814
67230,81373
52577,52345
71710,73618
48959,47033
48959,48120
68633,68880
27884,27863
27884,35756
7105,6301
7105,7187
120194,120039
112313,113920
155193,155247
26488,26056
26488,148703
119653,120111
127246,128988
116636,117203
12260,12777
137091,121045
130981,100572
130981,131036
153845,153947
153845,154032
153845,90860
42057,42202
42057,42162
42057,42130
42057,40977
66639,66632
66639,56077
59886,59842
85720,87091
31800,32054
31800,32105
84994,86247
107743,107810
46424,83625
46424,148698
46424,46802
130147,130433
25340,47348
25340,49086
130301,131109
130301,130540
51802,53409
42568,42704
5913,5235
5913,43722
5913,6037
5913,5388
49803,36933
49803,45797
137156,136375
137156,137197
148025,148021
151277,151104
151277,142716
151277,108844
151277,40228
89470,89531
123471,130124
16210,69311
16210,13156
16210,16085
130874,87121
21648,21320
2927,2054
92767,129230
92767,132405
106750,107067
553,59548
2793,11777
25649,25142
149589,148665
66973,67239
31748,29411
31748,31987
128635,133763
82092,81794
82092,68355
82092,81503
82092,75402
65931,66359
65931,52663
65931,66413
33013,32822
33013,32383
33013,34065
33013,32811
91274,88587
51287,51668
51287,67667
130811,38333
154593,154821
154593,154648
56696,75235
16970,16859
28324,28199
50451,50143
61706,71614
110227,110535
48294,48569
113859,113923
113859,114320
46315,46114
46315,45975
136154,143128
81134,86414
81134,138954
8652,8548
71637,71906
73046,72416
88708,94265
87652,85560
87652,87109
87652,87000
12977,17063
141053,141604
141053,149555
13952,15469
51842,63128
89215,89458
149078,44755
151037,151209
151037,151443
83392,82618
119444,139584
37584,37282
37584,36382
37584,36485
37584,35159
52233,52689
52233,50763
123654,130780
123654,131865
68872,68106
68872,68894
116706,116884
131424,131056
131424,131478
14220,13825
14220,13919
114512,121851
25117,25328
69694,69746
110883,110657
8665,8548
96209,96633
61434,61332
140301,140172
30482,30336
35793,32281
133434,92711
133434,132648
107071,120228
130984,43602
135259,135137
116927,102941
40080,39394
136327,136685
136327,136199
16428,16444
16428,20682
151005,39415
92652,132401
132971,99553
1415,1510
1415,4043
33070,28850
25612,39791
25612,25983
57809,57679
116747,116551
92856,92678
92856,151988
108066,101733
127902,128052
785,67904
785,1064
33331,32791
15081,8771
126623,110431
72306,91792
149165,45730
71745,61142
121179,120940
121179,121044
43961,43899
43961,44482
43961,44268
150714,151570
139176,138850
108360,107904
78146,82462
55136,71051
98407,97526
8046,8166
8046,8474
128765,93819
99733,99571
153566,153743
34218,33918
34823,104868
137221,121775
12999,2056
73234,51913
97334,145887
123379,123816
123379,119346
138572,138749
138572,101137
107120,106971
107120,114331
123435,123754
123435,111785
30792,30554
30792,30915
25135,25584
60161,60052
78958,79892
78958,79432
148230,26465
18172,17323
54248,53967
54248,65183
38920,142556
65928,59111
11411,11455
11411,11352
60639,60035
16667,19588
22966,22857
22966,154928
127074,127437
113195,112871
95443,154891
108271,107574
108271,108427
8641,7973
47333,26783
93282,149332
93282,93655
124378,124368
124378,122743
124378,124800
74411,136317
120168,119802
120168,120102
47384,47806
91607,142976
79385,79489
114638,114716
144966,145521
116180,103080
68829,68496
68829,68217
84634,149924
69455,2744
69455,152
13449,13404
72848,62794
55464,57695
17731,18145
17731,17986
17731,17927
89178,89158
155367,96009
119152,118430
105184,120471
154584,96261
1181,3014
147155,98730
49022,58188
139808,139932
2858,5020
76222,59389
63598,64293
125946,120727
98117,97983
98117,97984
98117,104232
92766,92132
120984,121087
41550,42594
24182,97636
142296,142132
35628,36238
44688,44718
119780,119823
102337,102134
118478,118627
37679,37108
15237,15290
15237,10989
13958,10546
32102,32117
25215,44744
9205,9164
130382,130074
17341,17704
153758,31168
86204,86366
86297,86357
131547,131479
131547,130960
131547,100149
135173,135302
135173,135371
61528,60976
57107,74794
144677,144468
144677,144355
93811,94382
97034,96647
135619,135392
67788,67036
67788,67111
67788,67171
58333,57949
23792,22933
93641,93533
93641,93459
151957,151738
13716,11696
130348,130532
123977,93528
125550,125218
70902,71495
70902,71298
63700,64075
77588,60106
32620,32581
133768,121383
133768,134013
133768,127898
149332,149715
149332,148514
110580,110409
114800,109432
114800,109624
137476,137297
137476,136080
137476,137924
90181,90910
18150,17084
18150,17173
26915,26639
11099,15085
131455,131563
89598,96295
77716,78097
153536,152309
153536,153205
146388,146235
109266,109462
115034,117244
75662,75235
75662,75819
144447,41368
64198,73161
48943,47531
48943,47788
100888,100600
21006,20734
21006,20663
42374,52980
42374,42343
7837,7899
7837,8890
114691,114774
114691,114374
87278,81075
114987,114408
41009,31676
18066,17602
78565,59279
78565,78316
79302,79921
12828,12453
12828,7540
72232,71584
72232,70713
132959,140195
132959,133557
125202,123759
130340,85167
75230,74830
102405,101735
7262,6442
79393,91314
33968,34423
33968,111485
33968,123149
99763,127948
47918,48186
94823,94203
94823,94383
93666,141941
149823,142223
1705,1481
1705,68246
99859,99487
133900,133736
73260,74029
124242,124623
91116,90863
91116,90702
91116,90973
91116,90517
56408,56406
56408,56217
100076,100215
144959,73300
144959,145053
35163,33202
35163,34562
35163,38907
29674,153021
29674,121356
29674,30740
29674,29880
50741,50901
51695,51451
147290,89076
61448,80241
124727,123286
74497,74433
74497,79903
60025,60781
60025,60001
63766,63625
123967,124084
119829,119188
119829,114157
118777,119394
142881,92458
123402,99582
123402,123461
96295,146335
46365,6282
46365,46480
26845,26670
26845,25306
26845,15773
47066,48567
47066,48641
39265,39532
66349,56228
23672,22799
94085,80067
94085,94033
10708,10679
69814,70054
69814,69311
118200,117890
118200,101374
125741,124694
125741,123165
125741,125831
13126,14862
94493,94109
47385,9055
119945,103042
68744,84839
68744,67974
56808,56325
92481,93130
86864,92081
5352,6288
41700,41368
11388,11371
130485,125264
64910,64394
151337,142580
76688,76323
48078,44805
112112,99612
132198,61264
101092,100525
101092,123314
4655,3450
4655,3608
4655,2430
42763,39923
71066,70561
131406,131702
87350,87082
103517,112287
67866,59569
67866,68797
116584,115953
149757,150090
38755,35845
2153,2406
2153,2423
123684,111660
123674,123533
33625,34560
16845,18568
28951,28179
28951,32493
80729,84530
80729,153539
10797,10784
125246,124924
125246,124216
148069,45570
36474,33553
36474,35887
15283,9538
44127,45263
27895,118784
27895,33887
140515,142568
155225,23094
155225,155470
111146,111337
6196,5106
6196,5118
6196,4521
128162,127515
75679,75207
103084,103076
43206,38757
75,867
123929,118950
31606,144133
29700,29222
29700,29501
100715,100683
44461,44207
52602,52309
128840,129087
27865,27265
27865,37539
71371,70365
71371,71193
61685,71581
54994,55055
10443,10246
122886,120580
122886,122651
153031,79221
100257,100465
114879,110953
7973,8678
33772,27877
127171,127516
140017,130532
140017,139625
126512,114892
65412,56580
61316,60954
65970,66760
53035,70413
127402,127322
125734,94153
125734,125575
125734,124924
82542,82403
66161,66762
50863,50363
107612,101402
106454,106208
106454,106817
106454,105716
134844,143118
82018,82030
2338,3661
138254,138342
49918,117384
49918,48569
113895,114081
2168,2057
112030,33773
112030,110629
93255,92166
93255,88544
77750,77529
77750,82658
50844,50957
43208,39840
72586,53624
72586,73016
6263,4645
28896,28856
123683,123902
135434,135914
150157,38256
150157,149809
150157,142436
10369,10463
10369,10338
10369,10164
26416,25817
13437,13465
47967,47792
80127,61264
101669,119273
36300,35960
36300,37199
154339,23053
71071,70764
104683,105019
135644,143223
147791,147210
147791,147529
58436,35829
58436,6264
58436,47884
24823,24430
32056,50348
32056,52236
53393,78234
91784,53772
91784,91628
14071,13859
87526,84170
34227,34406
34227,32916
67655,66972
6200,5828
64612,54324
117392,112196
137165,134503
137165,144687
137165,136999
137165,136990
137165,136958
85970,86837
114193,102752
28745,28968
45692,45769
51490,63465
150782,149339
46004,148463
46004,148672
46004,84257
93126,150485
93126,133557
83480,82792
83480,82309
31308,31334
49817,27953
77725,87834
69834,69646
120065,117076
120065,120385
135369,135625
80245,87564
80245,80129
20425,17962
20425,20340
44781,44202
97038,98568
97038,145866
61374,61326
40865,42087
40865,42076
40865,41963
42123,52939
37433,37084
9409,2607
100263,99986
127002,127440
104309,105329
36449,37250
36449,37486
36449,37020
36449,36667
43018,35427
122101,121993
122101,119263
75197,75526
30600,30297
45653,43782
109672,109525
73123,31194
59252,59485
98430,146860
98481,98215
49377,49312
49377,49074
22732,22384
68011,504
138599,137288
128561,128512
128561,129280
128561,126063
4379,1382
4379,46633
42524,42483
42524,74508
42524,42701
134069,93859
115000,129500
115000,115458
115000,115229
52501,41268
71151,73798
119223,119169
40867,53119
99676,108055
99676,99910
95828,95685
32433,32882
32433,27368
32433,32707
77790,82484
77790,75054
139584,131963
121949,121993
123399,123447
137811,138383
92586,92799
92586,92160
6051,5611
88107,78153
88107,87450
111786,111236
64563,65214
64563,65347
64563,66104
102528,102574
69773,70166
69773,11793
53339,65369
53339,62174
76525,82100
54363,65029
54363,54043
18980,16945
1516,1629
79817,93058
12147,14651
11018,10053
11018,10847
50302,51083
29581,29811
29581,29298
29581,29332
6926,7340
90883,90291
26503,26011
103335,103376
7880,8187
85397,93582
85397,80646
148644,141216
148644,46247
17057,10117
17057,15138
39135,38653
39135,38349
153475,153364
44740,45752
29407,135751
29407,29473
29407,29555
29407,135248
29407,29736
29407,41636
7839,8131
88268,87644
33749,33894
50343,50108
50343,50616
14119,19998
85099,85010
85099,140493
85099,80618
85099,133560
85099,139100
149962,26407
10701,10743
10701,7598
33410,34752
104360,29101
25231,26694
46767,46342
46767,137
101474,102054
20086,20358
20086,20378
7706,7637
7706,8268
20550,21083
10824,10895
8827,8533
18986,18975
18986,18730
56310,56059
56310,55904
123737,102402
74336,74370
31011,29322
42433,42372
42433,42536
42433,64677
42433,64999
42433,64831
42433,42704
23370,154742
96318,96807
15603,15817
15603,15666
61947,56224
15521,15290
15521,3344
57237,57241
19208,12166
19208,19517
19208,20867
58151,57949
51291,52036
51291,51166
103910,102642
95055,95149
30216,30229
84113,84274
84113,82254
21564,21574
21564,21463
60954,61049
22932,24052
22932,23223
143564,143622
143564,143798
77669,82871
37551,37212
37551,37642
78873,58587
78873,56806
54388,42369
88468,82321
43909,44209
44906,45638
44906,149700
96579,97367
96579,96169
30217,152257
30217,31007
140503,141363
140503,142319
140503,140966
140503,140792
2151,3377
132967,93173
136533,88764
136533,143065
136533,88527
140622,131955
104655,98936
104655,94980
39394,39636
143228,143406
142073,141262
60417,100994
60417,80547
126196,133736
126196,126790
126196,128042
126196,128821
85485,85313
85485,85593
85485,93223
85485,85158
15483,11531
94294,93859
94294,128152
28055,29093
33240,32316
14073,13926
14073,10460
34647,32240
118466,101577
34330,34219
2862,3274
41074,40956
138491,138720
138491,138560
138491,29894
128177,107994
128177,129424
57023,73380
27211,27754
125629,131226
53620,61416
53620,53752
4596,4603
75787,74910
75787,77056
119619,109191
85186,85010
85186,85711
31377,31853
31377,31146
31377,31649
31377,52859
120126,119978
85297,85894
117682,117489
76684,75265
131577,131291
42314,42739
42314,42517
42314,42536
142875,136999
12152,14855
119605,102432
119605,119613
89784,89947
69801,4718
61762,51303
23049,22815
145320,41298
118610,110798
36417,43883
107780,108475
18167,18327
97556,98239
77589,77820
77589,76238
56779,56430
111383,111649
82907,83246
4675,3559
92472,100110
21466,21599
3213,2057
3213,4520
3213,2050
13515,12065
13515,13514
17930,17095
17930,17622
57234,65215
127811,99137
127811,127491
127811,127864
134441,134632
134441,134796
35026,34625
78232,78508
78232,56507
78232,78761
83323,82325
124602,124722
111289,111196
50722,50405
115968,115649
40143,39659
119054,119332
95340,95360
33621,33545
87961,87043
87961,148730
73886,73512
88943,89200
112796,111069
40667,73043
40667,41030
136530,136554
49619,49631
32916,119332
47286,8171
47286,48870
117086,117172
53281,53104
98319,97999
98319,106771
154270,154323
154270,90402
103580,102752
143610,152868
143610,143973
143610,29877
147867,147787
81379,83544
88764,91544
36924,130055
59921,67693
56293,72111
61018,152027
78799,87840
78799,78310
88424,87728
88424,1624
49573,37633
49573,37510
106218,120244
118371,118244
118371,117968
140457,141772
88780,136194
81056,61608
8552,8529
50927,50060
87870,142634
144344,144337
44209,9727
107384,106695
108684,108620
83013,82871
79821,79633
134599,134786
134599,134999
5869,5680
24177,24050
34320,117988
34320,98490
51209,53182
115117,115516
115117,115132
47275,48430
47275,15394
54139,66780
120637,120073
120637,117446
120637,104085
86652,80806
31745,31866
97793,38757
71464,71382
23584,22953
19080,19271
2057,4101
94434,151730
77605,77964
77605,77359
77605,77736
77605,76416
77605,81543
100051,100968
50866,50060
50866,59074
50866,50857
8424,9040
8424,7787
8424,6618
8424,7489
21252,21645
21252,21358
21252,21360
6995,7139
6995,5062
142,59670
139236,139051
139236,138954
6890,6946
6890,7493
59444,58928
96513,146131
27220,33481
148280,148125
148280,139238
148280,148092
148280,148187
93668,93293
60529,86832
60529,61590
55092,55188
13916,14333
105832,106941
33210,32435
18344,17095
155554,155583
20818,20990
20818,20798
85603,142384
85603,149464
15114,14755
142827,142852
99755,107678
136394,74212
140226,133500
106946,106866
106946,106187
106946,106993
106946,106470
31755,41993
31755,42299
78543,78906
78543,59389
3002,2356
99477,99706
48327,49441
74012,64618
79776,79633
23045,23713
40638,40652
52203,52902
126650,108559
31785,31960
31785,144218
44183,148398
3622,4696
57208,57603
60566,60171
60566,60341
60566,60106
114825,109509
131818,132101
121201,120684
28504,35251
28504,28365
21487,21484
21487,21537
21487,21661
52876,52646
52876,52863
1432,3861
17468,11971
145082,145570
145082,145521
145082,145347
18882,14218
63869,62622
11596,11480
108681,118586
108681,119037
108681,123834
20688,20972
20688,21329
8558,7835
153587,153091
153587,136915
134707,40861
121045,120699
121045,120721
33972,34423
106246,106522
27405,27368
41679,41239
41679,41576
60861,60704
60861,70696
76341,78683
76341,76098
147487,153879
147487,89761
147487,90935
147487,153962
101673,101910
101673,102190
11931,12726
11931,12065
22574,96266
22574,22580
103818,103710
111082,111675
143576,143609
118705,119063
118430,119524
12747,2734
12747,12278
128582,61590
128582,99571
99362,99489
103859,116297
135680,135089
1293,82618
1293,46623
44872,44978
95915,95581
95915,95974
49414,48347
31983,41475
31983,31856
137876,138290
137876,138010
151340,151209
20023,20126
109973,110042
109973,131667
5657,7652
58229,58117
58229,58052
58229,58154
98371,97891
72092,72005
72092,71916
82589,83114
7329,7266
7329,6814
87907,83239
22960,22328
85341,142067
85341,91346
85341,93634
96914,23242
65823,65168
115332,110487
115332,115536
132315,132613
40233,39880
116328,107060
25308,36867
2184,2797
2184,3988
2184,3273
2184,7271
54664,64557
79327,79242
79327,142882
61667,61585
132674,133485
88546,79752
88546,88712
88546,79100
84469,84549
100734,129052
100734,123599
70415,74353
70415,70622
70415,71080
70415,40751
85047,131778
152146,152720
98537,113948
6704,6562
6704,7540
6704,46102
6704,6810
31963,32147
31963,31784
31963,31201
31963,31719
126337,99259
107998,108529
97584,120601
2487,3036
149186,43793
149186,45453
37924,37816
37924,40075
70441,71235
138629,138524
138629,138604
50492,53867
155602,103201
67113,67794
106208,105812
106208,105880
106143,106344
106143,95530
106143,105614
89845,89064
89845,89448
42644,64420
42644,64707
14906,45769
79481,79415
116886,117058
116886,108868
114730,109064
114730,110517
33756,34388
33756,33999
4215,3773
4215,4620
128024,133895
128095,128171
142026,141979
86097,86246
94610,100751
101709,101389
121107,120699
88024,87472
139351,138998
137064,136893
137064,137194
64185,56440
92871,92595
107229,107050
32840,33270
61684,60682
61684,61590
60499,60367
53320,53145
53320,53332
53320,54324
31737,153553
73757,73985
36142,33700
95038,94951
144255,144350
139839,28146
148965,148807
148965,44126
75171,64236
101806,107625
32736,32535
32736,35456
62972,64080
150253,39121
66857,66037
38777,150613
129520,129411
90165,90690
90165,90609
90165,154633
135996,136213
101674,102626
68355,69128
118098,117907
118098,119091
92656,92781
118793,119077
118793,118739
118793,119030
133707,133748
70312,71004
24032,22505
3169,2156
3169,11777
3169,2743
147074,145637
147074,146974
80574,80553
154846,154658
8529,8132
8529,8203
8529,7623
122629,122760
122629,122605
71510,60828
71510,71011
74492,136538
51243,52021
65777,66359
55855,56171
88580,88560
53652,54508
112466,112196
46039,148534
46039,46784
6752,6785
111170,112816
133927,127895
88523,88881
88523,88531
32593,28417
20798,20704
15212,15346
15212,15073
15212,15208
68209,75916
68209,46786
40621,51066
40621,40716
40621,40741
33212,33270
33212,32435
117397,117364
88036,72136
136296,136502
136296,74191
117449,117367
125641,34774
78853,78917
78853,57566
56732,63252
99203,99382
128949,128493
128949,129289
63483,63584
1451,416
1451,1150
118040,118055
5850,5935
5850,46876
20991,20708
20991,20723
104384,104861
104384,104233
10029,10111
87952,88270
69666,69580
96377,97459
96377,95413
51125,75563
51125,51774
126040,109308
126040,115180
21758,21358
143155,143100
103374,102684
47697,8749
80746,123013
119847,110165
98656,98509
33150,33175
85326,25540
65657,66163
165,279
123883,123966
137096,134539
137096,134690
55745,41305
55745,55730
14969,14608
13757,13141
20402,20349
31890,32157
65717,65667
65717,65256
65717,65310
108345,123957
80377,80279
124935,131736
124935,32363
141288,141444
141288,141518
135521,134338
86548,86017
108282,94043
150639,38484
42488,53624
42488,42731
17767,8209
17767,17449
148610,148797
148610,40569
98632,98700
12882,12942
12882,12705
58117,9787
58117,58303
58117,48083
124751,123535
28819,28662
28819,35244
110761,119036
110761,112111
110761,34575
8187,45271
149902,151536
149902,149835
67209,68761
4602,3519
151086,151472
69217,3941
69217,68176
151850,74257
151850,29655
2845,2819
143532,143822
149125,148594
110373,110221
119839,103325
15791,8673
15791,15447
40176,125771
9365,8994
11531,16072
8283,8328
48738,47203
48738,12582
110029,114474
147672,22369
96277,96982
138475,137819
148125,148083
148125,142599
132376,133515
66432,51733
44820,43801
127124,126697
155329,112425
105575,107303
27038,113969
48844,48308
81580,81865
25421,26673
145713,146606
41912,52596
80137,91338
80137,151873
80137,81020
80137,80587
42544,42687
89931,22815
114320,114033
50997,145187
49625,48075
49625,36720
145077,145212
61722,81128
61722,61705
61722,60341
78508,75854
119609,110878
137736,137943
137736,137335
137736,137874
82407,82917
68255,76903
2588,3299
75855,82273
75855,76379
120252,113497
151823,91670
151823,151978
100048,100311
143212,143002
61024,70703
4315,4622
4315,1382
4315,4747
22171,147552
22171,23362
22171,155200
22171,155274
22171,23731
146282,146466
146282,146037
146282,145899
73839,59421
68543,68808
68543,69182
68543,11975
27817,27564
20821,22066
51461,51861
47348,49225
53425,51882
134774,143200
118053,118357
118053,117958
20638,19837
20638,20891
105262,105022
32528,33289
32528,32493
32528,29068
135306,135625
127509,127531
31938,54380
28028,142580
2809,68686
102537,102802
14466,14508
13703,13178
114864,114868
89765,89448
89765,89373
88185,88451
88185,88314
88185,72856
88185,76487
14731,7566
45579,46610
31824,41461
40569,151394
40569,42838
37507,150763
100912,101124
146259,97208
115052,110601
31412,32122
31412,79493
31412,31393
31412,31513
119413,118809
94354,130918
43945,44971
102704,102812
48042,48076
93283,134385
106546,106766
59180,59385
59180,59500
115288,115158
58889,78494
58889,87656
58889,88146
67693,67414
67693,81647
67693,67493
51110,53507
121220,126110
133529,132439
83238,83062
122469,122416
122469,122270
110859,110969
137695,137483
125443,28124
141641,142087
16675,15347
91661,91356
91661,80426
61833,41054
61833,63743
61833,61991
40385,151511
101012,123818
101012,123404
101012,132219
2479,3014
66611,54906
100088,108400
90070,89349
126573,126342
95481,95496
83773,84327
1273,775
54119,40779
81927,46250
150447,150159
9122,9392
46524,45231
35142,139637
132087,130964
97122,96229
1582,1140
101760,101389
41128,41125
126929,108417
121686,101679
121686,121826
121686,116692
70476,72648
1734,84618
131633,40205
136440,144129
45276,44207
45276,6276
144047,143540
96615,96604
21777,21590
154825,24189
154825,23310
2321,11900
50170,50896
77398,77352
77398,77302
134013,133936
48567,25684
15394,15248
15394,15817
130853,129940
130853,130706
65292,65183
24343,24485
72617,73502
34129,34065
34129,112474
104745,105059
15722,15252
150294,150479
149957,150109
135113,135490
135113,135674
135113,135820
135113,120801
51887,51566
148275,46659
148275,37281
52182,51882
110867,132554
110867,110641
3773,45638
3773,4369
3773,1803
3773,69272
3773,4490
40845,31866
2178,2028
69339,68597
4516,4583
35482,138846
35482,32882
35482,35257
25634,46993
12386,12153
54277,54262
74191,135946
36634,142593
36634,35834
79994,93223
33800,111644
153047,153121
153047,80973
43412,43350
43412,40485
44845,148814
139876,139956
119011,101241
45964,82800
45964,46025
106167,102843
106167,105089
107181,105904
106767,107184
106767,106365
106767,105773
31669,54118
66647,65881
66647,66294
131942,131766
115266,134313
115266,114933
21310,21176
49014,48846
8527,7854
9654,8100
9654,8184
152023,153492
152023,151745
4622,69486
85290,132842
85290,85788
139063,139067
115079,115392
115079,121721
115079,115170
69953,69851
69953,70137
69953,69860
69953,69509
69953,70121
69953,69946
69953,70135
69953,69141
69953,58704
51915,65310
82844,87231
40933,153678
40933,93632
145845,146749
145845,146495
145845,95196
19000,18853
19000,19148
77795,82293
85746,83271
85746,85711
27397,27736
11693,11785
16603,18682
148290,147916
151780,153263
151780,61195
151780,151947
142923,143172
52411,52596
84177,46517
84177,68471
84177,83907
84177,46422
84177,83806
141545,36820
141545,142170
91122,90967
91122,91123
91122,90825
91122,90349
13745,10123
68671,148171
1392,642
2502,67629
26834,49518
59120,59472
102451,117268
47391,48891
47531,48566
122404,115180
12954,15181
130517,125278
71904,86832
147529,89478
147529,89171
98330,97909
87058,88164
61505,74196
2870,2624
4380,16
127478,128336
127478,127882
29547,144884
50551,50416
32420,32235
72929,64188
150841,151404
79944,74262
79944,79022
64031,63969
1990,1713
152468,152414
138289,121804
138289,138458
141508,141483
141508,142063
141508,150455
6992,4330
140671,139044
14663,5113
14663,14948
78175,82834
78175,77057
144454,144795
42077,41936
66355,66413
66355,66887
50756,52251
37618,36943
37618,27312
49326,49063
3299,3231
142715,140985
142715,142536
142715,142483
142715,142599
17401,4256
114614,114464
73063,72372
59421,71350
59421,58623
59421,55568
59421,58704
39743,40597
143935,144128
97812,119506
101389,118099
118920,108622
114922,115394
114922,94827
114922,109245
114922,109948
2281,14706
141711,149346
141711,142210
105506,106041
105506,105638
105506,107080
103745,117474
103745,103997
103745,103316
86802,87092
86802,86472
146781,146865
23025,22436
37643,36574
1380,1377
1380,46492
1380,5681
18006,17962
85728,85539
51774,51206
132644,132614
120580,103233
138855,139880
88630,88587
88630,91364
137502,31735
42937,43112
148361,148117
71185,61399
71185,60677
83065,82290
128501,92393
128501,94179
128501,129036
102836,103303
102836,102963
102836,103045
21574,21541
25646,37216
10953,10320
43509,131819
101973,118038
101973,118520
101973,118739
89478,90015
89478,89621
138925,132670
155354,155066
94650,94529
94650,93993
136954,135493
38786,38935
16283,20670
749,775
749,83674
12762,12453
79042,79234
79042,78970
60204,60522
121581,115326
132117,131451
132117,131854
82371,77625
82371,78897
137773,137439
137773,137765
137773,137739
137773,138560
120210,120030
120210,112750
28452,34487
108522,102017
58561,58106
58561,50001
126987,127293
142514,141951
142514,148990
111209,103618
120987,126451
116159,116934
116159,116302
116159,115649
116159,102701
15737,15304
15737,15252
124992,29040
110956,111065
110956,110641
6343,6785
140130,140362
140130,140493
107152,105468
144299,144243
119592,119686
96173,23566
96173,96270
87263,87301
87263,83562
75152,76440
132114,132165
55211,55328
63617,51771
63617,71896
63617,63249
68039,84860
153717,151948
60476,60903
13926,951
13926,58400
13926,10320
6819,5480
152995,152219
152995,152362
152995,152661
152995,152133
83020,85153
71245,71620
42274,42196
42274,42250
42274,41833
10031,10332
31017,30020
42250,42294
5719,5173
106836,106392
106836,106589
64729,66782
64729,65016
150703,39344
103931,104037
115979,104955
34575,34828
96688,96982
96688,97491
96688,147775
88071,129920
141841,142517
96116,96616
32704,35146
32704,28772
122317,103620
122317,122372
122317,102828
114335,112258
70933,71209
35280,34976
35280,114273
35280,34848
112869,104189
112869,104684
138857,93470
138857,139273
138857,123203
41913,41965
69811,4443
68597,69209
68597,76352
34783,32673
34783,125781
145792,146144
59176,55113
54967,64780
54967,54622
123572,124265
60552,60682
89301,89299
48932,25985
18960,18702
141893,142046
141893,142031
141893,141903
141893,141727
98839,146718
66444,66173
13089,15248
142599,142070
142599,140918
142599,150074
142599,141404
94462,94179
154071,147396
154071,153999
109186,110094
109186,110203
93319,93569
93319,142517
153490,153208
153490,153460
123641,123780
4783,3458
4783,3941
80367,153172
142007,141108
