NAICS 1 Code,NAICS 1 Description,1 - 4 employees,5 - 9 employees,10 - 19 employees,20 - 49 employees,50 - 99 employees,100 - 249 employees,250 - 499 employees,500 - 999 employees,"1,000+ employees",s,xi
511199,All Other Publishers,19505,19505,19505,19505,19505,19505,19505,19505,19505,0.05218400436496981,1.1953497934009643
511210,Software Publishers,15601,15601,15601,15601,15601,15601,15601,15601,15601,1.5466550042852771,1.2827415511477738
512110,Motion Picture and Video Production,23528,23528,23528,23528,23528,23528,23528,23528,23528,0.7335684002511254,0.8985736212625857
512120,Motion Picture and Video Distribution,25552,25552,25552,25552,25552,25552,25552,25552,25552,1.1356209397315986,0.5450717568397518
512131,Motion Picture Theaters (except Drive-Ins),1469,1469,1469,1469,1469,1469,1469,1469,1469,9.346231178367253,0.3692084613455912
512132,Drive-In Motion Picture Theaters,28,28,28,28,28,28,28,28,28,10.965396393344713,0.3959528530572676
512191,Teleproduction and Other Postproduction Services,3367,3367,3367,3367,3367,3367,3367,3367,3367,0.11362522852367005,1.2056905580206374
512199,Other Motion Picture and Video Industries,6722,6722,6722,6722,6722,6722,6722,6722,6722,0.8296278162045281,0.5117168197366495
512230,Music Publishers,584,584,584,584,584,584,584,584,584,0.6642670175991947,1.1149100532755254
512240,Sound Recording Studios,4439,4439,4439,4439,4439,4439,4439,4439,4439,0.32998607967584315,0.7651700024711352
512250,Record Production and Distribution,6646,6646,6646,6646,6646,6646,6646,6646,6646,0.2342139105797113,0.9523092471334493
512290,Other Sound Recording Industries,255,255,255,255,255,255,255,255,255,0.9955027936259295,1.209454920957796
515111,Radio Networks,4651,4651,4651,4651,4651,4651,4651,4651,4651,4.768427198077996,0.7289568408380656
515112,Radio Stations,1331,1331,1331,1331,1331,1331,1331,1331,1331,5.714982058721927,0.530893211407252
515120,Television Broadcasting,1503,1503,1503,1503,1503,1503,1503,1503,1503,7.3136619981162525,1.2045576578159594
515210,Cable and Other Subscription Programming,4553,4553,4553,4553,4553,4553,4553,4553,4553,1.731404890958221,1.556554100941867
517311,Wired Telecommunications Carriers,10594,10594,10594,10594,10594,10594,10594,10594,10594,1.868109041184653,0.9821545276208783
517312,Wireless Telecommunications Carriers (except Satellite),22354,22354,22354,22354,22354,22354,22354,22354,22354,1.2452779468148947,1.0812886435538531
517410,Satellite Telecommunications,91,91,91,91,91,91,91,91,91,3.867712474892599,1.4837918787599056
517911,Telecommunications Resellers,12932,12932,12932,12932,12932,12932,12932,12932,12932,1.364894081224339,1.4706433388841111
517919,All Other Telecommunications,49685,49685,49685,49685,49685,49685,49685,49685,49685,0.4191630354515489,0.7628867260864808
518210,"Data Processing, Hosting, and Related Services",15687,15687,15687,15687,15687,15687,15687,15687,15687,0.8653110589599241,1.353635835601016
519110,News Syndicates,603,603,603,603,603,603,603,603,603,1.6863277513533834,1.0850431557744744
519120,Libraries and Archives,14688,14688,14688,14688,14688,14688,14688,14688,14688,3.556576852168969,0.7521315191072578
519130,Internet Publishing and Broadcasting and Web Search Portals,1148,1148,1148,1148,1148,1148,1148,1148,1148,1.3945539417443809,0.8523513538297264
519190,All Other Information Services,4084,4084,4084,4084,4084,4084,4084,4084,4084,1.0424993328750136,1.3485387183725834
521110,Monetary Authorities-Central Bank,5,5,5,5,5,5,5,5,5,174.72164620683168,1.0410511843523205
522110,Commercial Banking,16248,16248,16248,16248,16248,16248,16248,16248,16248,10.45781758851944,0.23517573524186355
522120,Savings Institutions,1913,1913,1913,1913,1913,1913,1913,1913,1913,8.389606638732591,0.3862549971512361
522130,Credit Unions,6642,6642,6642,6642,6642,6642,6642,6642,6642,6.067748488337658,0.6098645509369632
522210,Credit Card Issuing,4,4,4,4,4,4,4,4,4,2.99711491915129,-0.0029985248945836596
522220,Sales Financing,1461,1461,1461,1461,1461,1461,1461,1461,1461,2.5931160211097426,0.9806442250032016
522291,Consumer Lending,13474,13474,13474,13474,13474,13474,13474,13474,13474,0.86748712946137,0.8657486027543198
522292,Real Estate Credit,3202,3202,3202,3202,3202,3202,3202,3202,3202,4.062768242447289,0.8609558401189312
522293,International Trade Financing,1039,1039,1039,1039,1039,1039,1039,1039,1039,2.7015796235594243,0.8030163510731938
522294,Secondary Market Financing,4,4,4,4,4,4,4,4,4,2.99711491915129,-0.0029985248945836596
522298,All Other Nondepository Credit Intermediation,12079,12079,12079,12079,12079,12079,12079,12079,12079,1.5991820343560172,0.69778515793032
522310,Mortgage and Nonmortgage Loan Brokers,9412,9412,9412,9412,9412,9412,9412,9412,9412,1.9494704587923488,0.6899784555220316
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",23776,23776,23776,23776,23776,23776,23776,23776,23776,0.47291868632892103,1.2004869265452722
522390,Other Activities Related to Credit Intermediation,22059,22059,22059,22059,22059,22059,22059,22059,22059,1.119742805074202,0.7982906117336823
523110,Investment Banking and Securities Dealing,1448,1448,1448,1448,1448,1448,1448,1448,1448,3.2006990151539414,1.1306851497255157
523120,Securities Brokerage,26568,26568,26568,26568,26568,26568,26568,26568,26568,0.7691002511652185,1.231614917353727
523130,Commodity Contracts Dealing,2158,2158,2158,2158,2158,2158,2158,2158,2158,1.6340841112993072,0.8707033214697738
523140,Commodity Contracts Brokerage,460,460,460,460,460,460,460,460,460,1.6384873897506613,0.9555331104813389
523210,Securities and Commodity Exchanges,237,237,237,237,237,237,237,237,237,1.683938332468406,1.519136448917369
523910,Miscellaneous Intermediation,135728,135728,135728,135728,135728,135728,135728,135728,135728,0.03658528892315745,0.9187210067574239
523920,Portfolio Management,8683,8683,8683,8683,8683,8683,8683,8683,8683,0.7740631997444328,0.8563767011048187
523930,Investment Advice,59817,59817,59817,59817,59817,59817,59817,59817,59817,0.417261420924882,0.9551433483195748
523991,"Trust, Fiduciary, and Custody Activities",19974,19974,19974,19974,19974,19974,19974,19974,19974,5.886388922950375e-7,1.1099711212219856
523999,Miscellaneous Financial Investment Activities,1807,1807,1807,1807,1807,1807,1807,1807,1807,0.707429162971675,1.2888949086889632
524113,Direct Life Insurance Carriers,5135,5135,5135,5135,5135,5135,5135,5135,5135,1.1405194647668404,1.6130038340284958
524114,Direct Health and Medical Insurance Carriers,2803,2803,2803,2803,2803,2803,2803,2803,2803,1.595820135535181,2.508086577253562
524126,Direct Property and Casualty Insurance Carriers,9694,9694,9694,9694,9694,9694,9694,9694,9694,0.5640247706312946,1.6425232088306063
524127,Direct Title Insurance Carriers,2567,2567,2567,2567,2567,2567,2567,2567,2567,4.699335087922785,0.5854277841702771
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",2563,2563,2563,2563,2563,2563,2563,2563,2563,0.2708517624530934,1.3827063220203866
524130,Reinsurance Carriers,35,35,35,35,35,35,35,35,35,13.733406884482022,1.0900796946998281
524210,Insurance Agencies and Brokerages,174813,174813,174813,174813,174813,174813,174813,174813,174813,0.9265030882554134,0.83644990066532
524291,Claims Adjusting,3006,3006,3006,3006,3006,3006,3006,3006,3006,1.5656069402088177,0.946350286380039
524292,Third Party Administration of Insurance and Pension Funds,406,406,406,406,406,406,406,406,406,4.190908748654613,1.2331521453591594
524298,All Other Insurance Related Activities,4468,4468,4468,4468,4468,4468,4468,4468,4468,1.6709188527820524,1.02465472805925
525110,Pension Funds,510,510,510,510,510,510,510,510,510,2.11483565077615,1.438861681089112
525120,Health and Welfare Funds,549,549,549,549,549,549,549,549,549,1.403170884450084,1.5082655068341413
525190,Other Insurance Funds,42,42,42,42,42,42,42,42,42,2.5491284210234935,1.7661574717611144
525910,Open-End Investment Funds,14441,14441,14441,14441,14441,14441,14441,14441,14441,3.5270811071729885e-7,1.3874529351379254
525920,"Trusts, Estates, and Agency Accounts",7516,7516,7516,7516,7516,7516,7516,7516,7516,0.2780182160108653,0.84396927421526
525990,Other Financial Vehicles,5156,5156,5156,5156,5156,5156,5156,5156,5156,0.8214643519691887,1.1009739821485707
531110,Lessors of Residential Buildings and Dwellings,94116,94116,94116,94116,94116,94116,94116,94116,94116,1.7709003053498236,0.6359844924438219
531120,Lessors of Nonresidential Buildings (except Miniwarehouses),22910,22910,22910,22910,22910,22910,22910,22910,22910,1.2089651849120862,0.9737985741347077
531130,Lessors of Miniwarehouses and Self-Storage Units,21230,21230,21230,21230,21230,21230,21230,21230,21230,0.4223020272295419,0.6892732168160783
531190,Lessors of Other Real Estate Property,22717,22717,22717,22717,22717,22717,22717,22717,22717,0.9374903632822684,0.6742478660889899
531210,Offices of Real Estate Agents and Brokers,305542,305542,305542,305542,305542,305542,305542,305542,305542,0.6289275171949644,0.9289296594013857
531311,Residential Property Managers,4436,4436,4436,4436,4436,4436,4436,4436,4436,1.6231030853930872,0.7290030931937506
531312,Nonresidential Property Managers,140615,140615,140615,140615,140615,140615,140615,140615,140615,0.12500953807277926,0.7900717553931318
531320,Offices of Real Estate Appraisers,18968,18968,18968,18968,18968,18968,18968,18968,18968,0.8724108282651293,0.6054919826216061
531390,Other Activities Related to Real Estate,4274,4274,4274,4274,4274,4274,4274,4274,4274,1.2729718761285778,0.9267737987218425
532111,Passenger Car Rental,9152,9152,9152,9152,9152,9152,9152,9152,9152,3.0726713008316553,0.6261899129167801
532112,Passenger Car Leasing,527,527,527,527,527,527,527,527,527,2.7377007558350193,0.957069989981987
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",16499,16499,16499,16499,16499,16499,16499,16499,16499,1.3705096702309674,0.7464235654508229
532210,Consumer Electronics and Appliances Rental,3224,3224,3224,3224,3224,3224,3224,3224,3224,4.051295196136296,0.0948509324119878
532281,Formal Wear and Costume Rental,1396,1396,1396,1396,1396,1396,1396,1396,1396,1.615122261248143,0.6225061292680034
532282,Video Tape and Disc Rental,3554,3554,3554,3554,3554,3554,3554,3554,3554,2.2263741673916204,0.42740991473547085
532283,Home Health Equipment Rental,957,957,957,957,957,957,957,957,957,6.064578408341672,0.5239997239438567
532284,Recreational Goods Rental,1488,1488,1488,1488,1488,1488,1488,1488,1488,1.860462099930738,0.7197825208277209
532289,All Other Consumer Goods Rental,10069,10069,10069,10069,10069,10069,10069,10069,10069,2.049819214671151,0.733940087159864
532310,General Rental Centers,433,433,433,433,433,433,433,433,433,5.1285750092202065,0.23896121555987612
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",951,951,951,951,951,951,951,951,951,1.1406976759433747,1.1583652198314671
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",2640,2640,2640,2640,2640,2640,2640,2640,2640,5.357448205944788,0.6532656261198745
532420,Office Machinery and Equipment Rental and Leasing,352,352,352,352,352,352,352,352,352,3.250338289136814,0.8471125085889747
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,36864,36864,36864,36864,36864,36864,36864,36864,36864,0.3583288115441957,0.9684644120367019
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),2793,2793,2793,2793,2793,2793,2793,2793,2793,0.8333261817693709,1.1661314018070699
541110,Offices of Lawyers,270247,270247,270247,270247,270247,270247,270247,270247,270247,0.9271750981453812,0.8434112240094689
541120,Offices of Notaries,6074,6074,6074,6074,6074,6074,6074,6074,6074,0.09954291423873685,0.7528249992084626
541191,Title Abstract and Settlement Offices,7610,7610,7610,7610,7610,7610,7610,7610,7610,2.7114871276033212,0.45405675052843353
541199,All Other Legal Services,4751,4751,4751,4751,4751,4751,4751,4751,4751,0.4872815040955629,0.930118971062802
541211,Offices of Certified Public Accountants,54543,54543,54543,54543,54543,54543,54543,54543,54543,1.3133632259443402,0.7581854470074176
541213,Tax Preparation Services,55450,55450,55450,55450,55450,55450,55450,55450,55450,0.6374729253886469,0.7216022792992587
541214,Payroll Services,2088,2088,2088,2088,2088,2088,2088,2088,2088,1.533258147514426,1.12953074213583
541219,Other Accounting Services,42152,42152,42152,42152,42152,42152,42152,42152,42152,0.6520854418527053,0.858303599039574
541310,Architectural Services,28582,28582,28582,28582,28582,28582,28582,28582,28582,1.6481027665082375,0.8161731807398607
541320,Landscape Architectural Services,74573,74573,74573,74573,74573,74573,74573,74573,74573,0.4892975315704313,0.8701799689702632
541330,Engineering Services,62806,62806,62806,62806,62806,62806,62806,62806,62806,2.0715216266457013,1.0365531520568771
541340,Drafting Services,1479,1479,1479,1479,1479,1479,1479,1479,1479,0.6732116860104731,0.7454574961855539
541350,Building Inspection Services,6923,6923,6923,6923,6923,6923,6923,6923,6923,0.4343107818289432,0.7891630172519284
541370,Surveying and Mapping (except Geophysical) Services,8710,8710,8710,8710,8710,8710,8710,8710,8710,2.5981549166011955,0.5521607460526887
541380,Testing Laboratories,8838,8838,8838,8838,8838,8838,8838,8838,8838,2.211030709394252,0.9622321048518674
541410,Interior Design Services,31400,31400,31400,31400,31400,31400,31400,31400,31400,0.6273863706509467,0.6885216379425396
541420,Industrial Design Services,1318,1318,1318,1318,1318,1318,1318,1318,1318,1.7796727844281128,0.7345193577697506
541430,Graphic Design Services,31536,31536,31536,31536,31536,31536,31536,31536,31536,0.5753807525339656,0.8011840006005511
541490,Other Specialized Design Services,1420,1420,1420,1420,1420,1420,1420,1420,1420,1.1235677191056315,0.8857476812787355
541511,Custom Computer Programming Services,80202,80202,80202,80202,80202,80202,80202,80202,80202,1.2052380195818841,1.0724189331755036
541512,Computer Systems Design Services,65672,65672,65672,65672,65672,65672,65672,65672,65672,1.1912715326063337,1.1039589979685847
541513,Computer Facilities Management Services,721,721,721,721,721,721,721,721,721,1.9027321063759026,1.3099732716834067
541519,Other Computer Related Services,3291,3291,3291,3291,3291,3291,3291,3291,3291,1.9818877205252663,1.0726834222674366
541611,Administrative Management and General Management Consulting Services,158426,158426,158426,158426,158426,158426,158426,158426,158426,0.5348846732405959,1.0379734689748146
541612,Human Resources Consulting Services,10787,10787,10787,10787,10787,10787,10787,10787,10787,1.000134228914976,1.142754392325878
541613,Marketing Consulting Services,50743,50743,50743,50743,50743,50743,50743,50743,50743,0.4587066138030145,1.033593669219386
541614,"Process, Physical Distribution, and Logistics Consulting Services",2279,2279,2279,2279,2279,2279,2279,2279,2279,1.5805720563950663,0.9697712339306248
541618,Other Management Consulting Services,302229,302229,302229,302229,302229,302229,302229,302229,302229,0.10936480645143726,0.881456122904493
541620,Environmental Consulting Services,16646,16646,16646,16646,16646,16646,16646,16646,16646,1.7997435481229327,0.827387398184511
541690,Other Scientific and Technical Consulting Services,33598,33598,33598,33598,33598,33598,33598,33598,33598,1.0829738215543334,0.9509186888113619
541714,Research and Development in Biotechnology (except Nanobiotechnology),2869,2869,2869,2869,2869,2869,2869,2869,2869,2.402340089985589,0.8504313353983923
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",16549,16549,16549,16549,16549,16549,16549,16549,16549,1.3278388150036338,1.2587397657334805
541720,Research and Development in the Social Sciences and Humanities,11339,11339,11339,11339,11339,11339,11339,11339,11339,1.1387039216002448,1.1339890717761594
541810,Advertising Agencies,16529,16529,16529,16529,16529,16529,16529,16529,16529,1.6445231505800626,1.0136336126292012
541820,Public Relations Agencies,12844,12844,12844,12844,12844,12844,12844,12844,12844,1.003144302824512,0.9367438279557974
541830,Media Buying Agencies,492,492,492,492,492,492,492,492,492,1.916285770622536,1.2808675192089676
541840,Media Representatives,2457,2457,2457,2457,2457,2457,2457,2457,2457,1.7720197372138504,1.0081436432898048
541850,Outdoor Advertising,1600,1600,1600,1600,1600,1600,1600,1600,1600,2.5586282888946688,0.904936681764686
541860,Direct Mail Advertising,2996,2996,2996,2996,2996,2996,2996,2996,2996,2.3098115116642948,1.1761733428364578
541870,Advertising Material Distribution Services,745,745,745,745,745,745,745,745,745,1.3907373818103226,1.0769642535131434
541890,Other Services Related to Advertising,8996,8996,8996,8996,8996,8996,8996,8996,8996,1.156777034956031,0.7282509747659787
541910,Marketing Research and Public Opinion Polling,9245,9245,9245,9245,9245,9245,9245,9245,9245,1.2475448068918435,1.248436920853282
541921,"Photography Studios, Portrait",84966,84966,84966,84966,84966,84966,84966,84966,84966,3.0130636277082283e-7,0.7422183605539205
541922,Commercial Photography,15235,15235,15235,15235,15235,15235,15235,15235,15235,0.16665508258481967,0.796079988417171
541930,Translation and Interpretation Services,5357,5357,5357,5357,5357,5357,5357,5357,5357,0.26444038392552593,1.1485732515697358
541940,Veterinary Services,24497,24497,24497,24497,24497,24497,24497,24497,24497,4.731935480944362,0.25715144868794193
541990,"All Other Professional, Scientific, and Technical Services",202708,202708,202708,202708,202708,202708,202708,202708,202708,0.1217823820123679,0.8241407576342186
551111,Offices of Bank Holding Companies,563,563,563,563,563,563,563,563,563,2.67250320865047,1.460258133250049
551112,Offices of Other Holding Companies,19769,19769,19769,19769,19769,19769,19769,19769,19769,1.7248631349092616e-6,1.5323004806519827
561110,Office Administrative Services,126703,126703,126703,126703,126703,126703,126703,126703,126703,0.6761466247233328,1.049729381190264
561210,Facilities Support Services,2705,2705,2705,2705,2705,2705,2705,2705,2705,2.356826176106798,1.4885140035295608
561311,Employment Placement Agencies,22813,22813,22813,22813,22813,22813,22813,22813,22813,1.0162412225268782,1.3254487385042013
561312,Executive Search Services,5191,5191,5191,5191,5191,5191,5191,5191,5191,2.9311479487617342,0.8916539049684662
561320,Temporary Help Services,13138,13138,13138,13138,13138,13138,13138,13138,13138,1.7322381173318027,1.262768496267455
561330,Professional Employer Organizations,258,258,258,258,258,258,258,258,258,4.473641990678575,1.612051161490586
561410,Document Preparation Services,3875,3875,3875,3875,3875,3875,3875,3875,3875,0.09626224867095311,1.0495557050500284
561421,Telephone Answering Services,4358,4358,4358,4358,4358,4358,4358,4358,4358,0.7405679185874767,1.3693197797751053
561422,Telemarketing Bureaus and Other Contact Centers,588,588,588,588,588,588,588,588,588,2.629331731446297,2.8983114502545493
561431,Private Mail Centers,5778,5778,5778,5778,5778,5778,5778,5778,5778,1.6202843066513428,0.49916020709670167
561439,Other Business Service Centers (including Copy Shops),1048,1048,1048,1048,1048,1048,1048,1048,1048,0.29622465769280043,1.6158028195533922
561440,Collection Agencies,2398,2398,2398,2398,2398,2398,2398,2398,2398,4.002166939776366,1.0814583202802193
561450,Credit Bureaus,711,711,711,711,711,711,711,711,711,2.6078559916619874,1.2560379132772936
561491,Repossession Services,1383,1383,1383,1383,1383,1383,1383,1383,1383,2.223142873421329,0.7427197961434122
561492,Court Reporting and Stenotype Services,5962,5962,5962,5962,5962,5962,5962,5962,5962,0.7075777563711194,0.8570224920247709
561499,All Other Business Support Services,180835,180835,180835,180835,180835,180835,180835,180835,180835,6.553302366020849e-7,0.9781201842171772
561510,Travel Agencies,39954,39954,39954,39954,39954,39954,39954,39954,39954,0.6453612615423472,0.7963398986830728
561520,Tour Operators,8952,8952,8952,8952,8952,8952,8952,8952,8952,0.4321622098912856,1.038539517484773
561591,Convention and Visitors Bureaus,956,956,956,956,956,956,956,956,956,1.7330785753845706,0.6319795626448466
561599,All Other Travel Arrangement and Reservation Services,1995,1995,1995,1995,1995,1995,1995,1995,1995,2.9589207562289657,0.9710145665038963
561611,Investigation Services,8107,8107,8107,8107,8107,8107,8107,8107,8107,0.8621915367722981,0.9072308689937929
561612,Security Guards and Patrol Services,12173,12173,12173,12173,12173,12173,12173,12173,12173,0.8252736132824796,1.8010481080738818
561613,Armored Car Services,2312,2312,2312,2312,2312,2312,2312,2312,2312,0.5005889501233469,1.7042691998896755
561621,Security Systems Services (except Locksmiths),10362,10362,10362,10362,10362,10362,10362,10362,10362,2.1239522949996186,0.9221584492042898
561622,Locksmiths,8979,8979,8979,8979,8979,8979,8979,8979,8979,1.2061288476339551,0.4183473804849194
561710,Exterminating and Pest Control Services,21929,21929,21929,21929,21929,21929,21929,21929,21929,1.370255890057888,0.7654544093529693
561720,Janitorial Services,83662,83662,83662,83662,83662,83662,83662,83662,83662,0.8148245008196677,1.092028012033552
561730,Landscaping Services,121656,121656,121656,121656,121656,121656,121656,121656,121656,0.5335577019747233,0.9105979024114272
561740,Carpet and Upholstery Cleaning Services,13262,13262,13262,13262,13262,13262,13262,13262,13262,0.9904869986930867,0.7219294791109858
561790,Other Services to Buildings and Dwellings,104889,104889,104889,104889,104889,104889,104889,104889,104889,0.058420317367639175,0.8291632723812741
561910,Packaging and Labeling Services,1686,1686,1686,1686,1686,1686,1686,1686,1686,2.6018286982480956,1.3585677566690286
561920,Convention and Trade Show Organizers,2221,2221,2221,2221,2221,2221,2221,2221,2221,2.2565789199305075,1.1550824344483797
561990,All Other Support Services,725014,725014,725014,725014,725014,725014,725014,725014,725014,0.07076176823243274,0.7647620170809771
562111,Solid Waste Collection,1047,1047,1047,1047,1047,1047,1047,1047,1047,3.1989585673593988,0.9803018130851409
562112,Hazardous Waste Collection,104,104,104,104,104,104,104,104,104,7.690928016212329,0.5925609737750768
562119,Other Waste Collection,127,127,127,127,127,127,127,127,127,5.300447080158659,0.6994294266951955
562211,Hazardous Waste Treatment and Disposal,1725,1725,1725,1725,1725,1725,1725,1725,1725,5.807286855204488,0.8322281418346977
562212,Solid Waste Landfill,3081,3081,3081,3081,3081,3081,3081,3081,3081,4.280810352257688,0.8852213731156799
562213,Solid Waste Combustors and Incinerators,12,12,12,12,12,12,12,12,12,12.269813153801021,0.5373630651227649
562219,Other Nonhazardous Waste Treatment and Disposal,2930,2930,2930,2930,2930,2930,2930,2930,2930,1.8869950251653804,1.1844057964393868
562910,Remediation Services,1513,1513,1513,1513,1513,1513,1513,1513,1513,4.149819645209938,0.9189650814107182
562920,Materials Recovery Facilities,7220,7220,7220,7220,7220,7220,7220,7220,7220,3.000848076925873,0.7894867016482348
562991,Septic Tank and Related Services,9897,9897,9897,9897,9897,9897,9897,9897,9897,1.2382929459214198,0.7418740332126617
562998,All Other Miscellaneous Waste Management Services,924,924,924,924,924,924,924,924,924,1.184534108638764,1.0394468069076543
611110,Elementary and Secondary Schools,26714,26714,26714,26714,26714,26714,26714,26714,26714,29.875047246198985,0.34259563754581374
611210,Junior Colleges,1239,1239,1239,1239,1239,1239,1239,1239,1239,9.306645584218376,1.7150455813528538
611310,"Colleges, Universities, and Professional Schools",7323,7323,7323,7323,7323,7323,7323,7323,7323,13.587854688833257,1.1335390480605279
611410,Business and Secretarial Schools,315,315,315,315,315,315,315,315,315,6.012669739351144,0.7147274679308069
611420,Computer Training,2896,2896,2896,2896,2896,2896,2896,2896,2896,1.3159366268897434,1.0028663343284272
611430,Professional and Management Development Training,295,295,295,295,295,295,295,295,295,0.8519073451810978,0.9869911081972533
611511,Cosmetology and Barber Schools,1852,1852,1852,1852,1852,1852,1852,1852,1852,2.927300522532515,0.4260406931678429
611512,Flight Training,771,771,771,771,771,771,771,771,771,2.4683983855547287,0.9737792992482158
611513,Apprenticeship Training,227,227,227,227,227,227,227,227,227,4.016893754957028,0.8548927316949185
611519,Other Technical and Trade Schools,5627,5627,5627,5627,5627,5627,5627,5627,5627,2.289904258680625,1.0803766917360715
611610,Fine Arts Schools,23259,23259,23259,23259,23259,23259,23259,23259,23259,0.9688592234293544,0.7508839402034937
611620,Sports and Recreation Instruction,39226,39226,39226,39226,39226,39226,39226,39226,39226,0.5182583917894237,0.8771141881272801
611630,Language Schools,1894,1894,1894,1894,1894,1894,1894,1894,1894,1.0823169108480215,1.0162768464535472
611691,Exam Preparation and Tutoring,6395,6395,6395,6395,6395,6395,6395,6395,6395,1.4269115390990912,0.7199738472147148
611692,Automobile Driving Schools,4128,4128,4128,4128,4128,4128,4128,4128,4128,1.9026881224719536,0.5140632716778774
611699,All Other Miscellaneous Schools and Instruction,36855,36855,36855,36855,36855,36855,36855,36855,36855,1.2883523712866007,0.9766892169369383
611710,Educational Support Services,8528,8528,8528,8528,8528,8528,8528,8528,8528,0.7593380990409055,1.0136925107042767
621111,Offices of Physicians (except Mental Health Specialists),315258,315258,315258,315258,315258,315258,315258,315258,315258,2.074546134436968,0.6790841366047982
621112,"Offices of Physicians, Mental Health Specialists",13929,13929,13929,13929,13929,13929,13929,13929,13929,1.5618779792916042,1.2044771849759872
621210,Offices of Dentists,126233,126233,126233,126233,126233,126233,126233,126233,126233,3.7515274970949077,0.09574223136320448
621310,Offices of Chiropractors,57485,57485,57485,57485,57485,57485,57485,57485,57485,1.5183660187893644,0.20464756302379666
621320,Offices of Optometrists,22896,22896,22896,22896,22896,22896,22896,22896,22896,2.5831675622281787,0.24661335961198694
621330,Offices of Mental Health Practitioners (except Physicians),32112,32112,32112,32112,32112,32112,32112,32112,32112,0.4539584483541885,0.6760457242153508
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",28396,28396,28396,28396,28396,28396,28396,28396,28396,1.7278855522963572,0.6203773764951617
621391,Offices of Podiatrists,11648,11648,11648,11648,11648,11648,11648,11648,11648,2.0946157217898893,0.21203780940268124
621399,Offices of All Other Miscellaneous Health Practitioners,89427,89427,89427,89427,89427,89427,89427,89427,89427,1.2152748700551923,0.30059780319224894
621410,Family Planning Centers,2969,2969,2969,2969,2969,2969,2969,2969,2969,2.9128872446439096,0.892762717992655
621420,Outpatient Mental Health and Substance Abuse Centers,4528,4528,4528,4528,4528,4528,4528,4528,4528,5.9363563775279555,0.7748126987508677
621491,HMO Medical Centers,644,644,644,644,644,644,644,644,644,2.695924884208357,1.4585613763855259
621492,Kidney Dialysis Centers,1549,1549,1549,1549,1549,1549,1549,1549,1549,14.636678448787466,0.08967072963969858
621493,Freestanding Ambulatory Surgical and Emergency Centers,1881,1881,1881,1881,1881,1881,1881,1881,1881,3.205562820875884,1.0291208162865204
621498,All Other Outpatient Care Centers,13461,13461,13461,13461,13461,13461,13461,13461,13461,5.380270073299384,0.3389339580967552
621511,Medical Laboratories,7256,7256,7256,7256,7256,7256,7256,7256,7256,3.753929929825528,0.808969240937638
621512,Diagnostic Imaging Centers,2373,2373,2373,2373,2373,2373,2373,2373,2373,1.3155995132867253,0.9615435748943125
621610,Home Health Care Services,14301,14301,14301,14301,14301,14301,14301,14301,14301,7.083475323919709,0.6267844090274003
621910,Ambulance Services,2512,2512,2512,2512,2512,2512,2512,2512,2512,10.178367637615832,0.7624939622873068
621991,Blood and Organ Banks,5629,5629,5629,5629,5629,5629,5629,5629,5629,2.7799839613913364,0.9155180123977898
621999,All Other Miscellaneous Ambulatory Health Care Services,114327,114327,114327,114327,114327,114327,114327,114327,114327,1.274362591281534,0.4861189771443602
622110,General Medical and Surgical Hospitals,6601,6601,6601,6601,6601,6601,6601,6601,6601,9.523592399662308,1.8192667201299155
622210,Psychiatric and Substance Abuse Hospitals,1158,1158,1158,1158,1158,1158,1158,1158,1158,7.743333632660116,1.0807083023193804
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,629,629,629,629,629,629,629,629,629,8.015240737362292,1.0250324167475053
623110,Nursing Care Facilities (Skilled Nursing Facilities),6607,6607,6607,6607,6607,6607,6607,6607,6607,12.750258137848618,0.9351009536842839
623210,Residential Intellectual and Developmental Disability Facilities,439,439,439,439,439,439,439,439,439,11.90733485302696,0.7066719006411406
623220,Residential Mental Health and Substance Abuse Facilities,2031,2031,2031,2031,2031,2031,2031,2031,2031,8.477453800860545,0.8959906344717367
623311,Continuing Care Retirement Communities,2015,2015,2015,2015,2015,2015,2015,2015,2015,28.402403772729357,0.7559790662718051
623312,Assisted Living Facilities for the Elderly,3619,3619,3619,3619,3619,3619,3619,3619,3619,5.4683714860727175,1.0585038572895895
623990,Other Residential Care Facilities,8896,8896,8896,8896,8896,8896,8896,8896,8896,3.3839881397430878,1.104361146882367
624110,Child and Youth Services,5902,5902,5902,5902,5902,5902,5902,5902,5902,3.6692863162154987,0.9146594256873289
624120,Services for the Elderly and Persons with Disabilities,12485,12485,12485,12485,12485,12485,12485,12485,12485,2.799295791037851,1.00403596382678
624190,Other Individual and Family Services,116468,116468,116468,116468,116468,116468,116468,116468,116468,0.8983427936444057,1.0825599493924525
