X1,serial,x,y,naics,street,city,state,zip,naics_essential_classification,naics_classification_notes
431069,431069,-82.493021290928,29.8314999173697,811490,STATE ROAD 241 SOUTH,ALACHUA,FL,32615,Essential,(pg.15)
431105,431105,-82.498041,29.785473,531210,14304 NW 142ND AVE,ALACHUA,FL,32615,Essential,(pg. 14)
431119,431119,-82.3763025,29.659797,813110,3536 NW 8TH AVE,GAINESVILLE,FL,32605,Essential*,For essential support (pg. 14)
431152,431152,-82.516023,29.712897,238990,6207 NW 164TH ST,ALACHUA,FL,32615,Essential*,Workers performing housing construction related activities to ensure additional units can be made available to combat the nation’s existing housing supply shortage. (pg. 18)
431157,431157,-82.374651,29.607669,621511,4800 SW 35TH DRIVE,GAINESVILLE,FL,32608,Essential,(pg. 1)
431187,431187,-82.442241,29.564757,561730,9718 SW 93RD TERRACE,GAINESVILLE,FL,32608,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
431219,431219,-82.338822,29.681676,524210,3131 NW 13TH ST 31,GAINESVILLE,FL,32609,Essential,(pg.16)
431241,431241,-82.208853,29.59605,238140,10326 SE COUNTY ROAD 2082,GAINESVILLE,FL,32641,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
431264,431264,-82.5793131869745,29.819166725637,113110,1717 NE SANTA FE BLVD,HIGH SPRINGS,FL,32643,Essential,(pg. 4)
431270,431270,-82.398573,29.708208,561730,5204 NW 58TH COURT,GAINESVILLE,FL,32653,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
431271,431271,-82.459323,29.63475,621610,1924 SW 110TH ST,GAINESVILLE,FL,32607,Essential,(pg. 1)
431287,431287,-82.6152615,29.772369,423310,25755 NW 130TH AVE,HIGH SPRINGS,FL,32643,Essential,(pg.15)
431294,431294,-82.1671425,29.81907,313210,17805 NE HWY 301,WALDO,FL,32694,Essential*,"Workers supporting the manufacturing of safety equipment and uniforms for law enforcement, public safety personnel, and first responder (pg. 2)"
431316,431316,-82.389393,29.648016,314999,4306 SW 5TH AVE,GAINESVILLE,FL,32607,Nonessential,NA
431458,431458,-82.6178625,29.647116,926130,120 NW 260TH ST,NEWBERRY,FL,32669,Essential,"(pg. 4, 11, 12)"
431477,431477,-82.442853,29.688453,722511,9401 NW 39TH AVE,GAINESVILLE,FL,32606,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
431478,431478,-82.4798025,29.790585,522320,14423 US HWY 441,ALACHUA,FL,32615,Essential,(pg.16)
431510,431510,-82.4105134185404,29.659487715254,722511,6317 WEST NEWBERRY ROAD,GAINESVILLE,FL,32605,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
431536,431536,-82.3565205,29.679525,541490,2915 NW 23RD TERRACE,GAINESVILLE,FL,32605,Nonessential,NA
431549,431549,-82.6211925,29.837313,327120,26211 WEST US HWY 27,HIGH SPRINGS,FL,32643,Essential,(pg.15)
431552,431552,-82.3898115,29.624202,442299,3219 SW 40TH BLVD B,GAINESVILLE,FL,32608,Nonessential,NA
431575,431575,-82.3713525,29.678715,541340,3310 NW 28TH PLACE,GAINESVILLE,FL,32605,Essential*,"For construction supporting essential infrastructure (pg. 13, 14)"
431591,431591,-82.3451535,29.639277,621210,1395 CENTER DRIVE D10-37C,GAINESVILLE,FL,32610,Essential,(pg. 1)
431622,431622,-82.438551,29.605905,NA,5216 SW 91ST DR,GAINESVILLE,FL,32608,NA,NA
431638,431638,-82.34428,29.6529100000001,NA,PO BOX 12295,GAINESVILLE,FL,32604,NA,NA
431647,431647,-82.4121825655581,29.6597639344419,621399,6500 WEST NEWBERRY ROAD,GAINESVILLE,FL,32605,Essential,(pg. 1)
431660,431660,-82.3423005,29.612835,621111,4300 SW 13TH ST,GAINESVILLE,FL,32608,Essential,(pg. 1)
431695,431695,-82.398231,29.683827,561311,3322 NW 51ST TERRACE,GAINESVILLE,FL,32606,Essential*,Anything needed to support continuation of essential services
431719,431719,-82.4323005,29.609739,NA,8407 SW 46TH LANE,GAINESVILLE,FL,32608,NA,NA
431754,431754,-82.336023,29.659689,621111,1100 NW 8TH AVE B,GAINESVILLE,FL,32601,Essential,(pg. 1)
431765,431765,-82.32273,29.652228,923120,222 EAST UNIVERSITY AVE,GAINESVILLE,FL,32601,Essential,(pg. 1)
431772,431772,-82.3241925,29.657493,NA,622 NE 1ST STREET,GAINESVILLE,FL,32601,NA,NA
431777,431777,-82.4221305,29.654406,624410,209 NW 75TH ST,GAINESVILLE,FL,32607,Essential,Childcare must be carried out in stable groups of 10 or fewer (inclusive of childcare providers for the group) (pg.15)
431809,431809,-82.3460766232739,29.6501999808075,722511,114 FLETCHER DRIVE,GAINESVILLE,FL,32611,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
431843,431843,-82.4932125,29.653623,621210,14029 WEST NEWBERRY ROAD,NEWBERRY,FL,32669,Essential,(pg. 1)
431890,431890,-82.3218615,29.657187,237310,306 NE 6TH AVE,GAINESVILLE,FL,32601,Essential,(pg. 9)
431895,431895,-82.3454505,29.71629,NA,6735 NW 18TH DRIVE 1,GAINESVILLE,FL,32653,NA,NA
431901,431901,-82.2735832322621,29.6769697293115,926120,3880 NE 39TH AVE,GAINESVILLE,FL,32609,Essential,(pg. 8-10)
431933,431933,-82.4115825,29.656296,453220,6419 WEST NEWBERRY ROAD,GAINESVILLE,FL,32605,Nonessential,NA
431945,431945,-82.596852,29.817243,541613,17680 NW 238TH ST,HIGH SPRINGS,FL,32643,Essential*,Anything needed to support continuation of essential services
431958,431958,-82.417113,29.65302,488999,6933 WEST UNIVERSITY AVE 204,GAINESVILLE,FL,32607,Essential,(pg. 10)
431968,431968,-82.46763,29.829006,238320,18806 NW COUNTY ROAD 239,ALACHUA,FL,32615,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
431998,431998,-82.4914305,29.651049,511199,305 SW 140TH TERRACE,NEWBERRY,FL,32669,Nonessential,NA
431999,431999,-82.3288635,29.652138,531120,408 WEST UNIVERSITY AVE 307,GAINESVILLE,FL,32601,Essential,(pg. 14)
432015,432015,-82.299222,29.639223,561990,1233 SE 19TH TERRACE,GAINESVILLE,FL,32641,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
432022,432022,-82.297503,29.677779,541711,2809 NE 20TH WAY,GAINESVILLE,FL,32609,NA,NA
432053,432053,-82.599552,29.650968,812112,24212 WEST NEWBERRY ROAD,NEWBERRY,FL,32669,Nonessential,NA
432068,432068,-82.388691,29.699874,531210,4907 NW 43RD ST A,GAINESVILLE,FL,32606,Essential,(pg. 14)
432080,432080,-82.323801,29.654307,541110,309 NE 1ST ST,GAINESVILLE,FL,32601,Essential,(pg.15)
432089,432089,-82.0850625,29.624967,561990,22326 SE 41ST LANE,HAWTHORNE,FL,32640,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
432102,432102,-82.324683,29.657826,NA,627 N MAIN ST,GAINESVILLE,FL,32601,NA,NA
432140,432140,-82.387521,29.672154,722513,2015 NW 43RD ST,GAINESVILLE,FL,32605,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
432156,432156,-82.390392,29.701962,813319,5200 NW 43RD ST 102,GAINESVILLE,FL,32606,Essential*,"Public agency workers responding to abuse and neglect of children, elders, and dependent adults. (pg. 3)"
432160,432160,-82.334781,29.651769,445120,931 WEST UNIVERSITY AVE,GAINESVILLE,FL,32601,Essential,(pg. 3)
432164,432164,-82.3639635,29.630322,624410,2755 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,Childcare must be carried out in stable groups of 10 or fewer (inclusive of childcare providers for the group) (pg.15)
432170,432170,-82.3207005,29.67354,812310,405 NE 23RD AVE,GAINESVILLE,FL,32609,Essential,(pg. 19)
432173,432173,-82.3367025,29.688759,812113,1124 NW 39TH AVE,GAINESVILLE,FL,32609,Nonessential,NA
432174,432174,-82.325851788222,29.6610328003832,722511,129 NW 10TH AVE,GAINESVILLE,FL,32601,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
432193,432193,-82.422864,29.601054,722511,5750 SW 75TH COURT 40,GAINESVILLE,FL,32608,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
432217,432217,-82.400373,29.68911,541211,5400 NW 39TH AVE APT L95,GAINESVILLE,FL,32606,Essential,(pg.15)
432238,432238,-82.386972,29.676816,541211,4010 NW 25TH PLACE,GAINESVILLE,FL,32606,Essential,(pg.15)
432244,432244,-82.37394,29.69631,541921,4518 NW 34TH DRIVE,GAINESVILLE,FL,32605,Nonessential,NA
432255,432255,-82.4574105,29.572695,561510,10800 SW 89TH COURT,GAINESVILLE,FL,32608,Nonessential,NA
432272,432272,-82.4121825655581,29.6597639344419,621111,6500 WEST NEWBERRY ROAD,GAINESVILLE,FL,32605,Essential,(pg. 1)
432291,432291,-82.241793,29.644722,541618,7235 SE 7TH PLACE,GAINESVILLE,FL,32641,Essential*,Anything needed to support continuation of essential services
432302,432302,-82.6105905,29.655522,531130,848 NW 253RD TERRACE,NEWBERRY,FL,32669,Essential,(pg. 14)
432308,432308,-82.645524,29.646378,NA,28826 W NEWBERRY RD,NEWBERRY,FL,32669,NA,NA
432350,432350,-82.309824,29.655324,621210,410 NE WALDO ROAD,GAINESVILLE,FL,32641,Essential,(pg. 1)
432364,432364,-82.366443,29.69811,561990,4715 NW 30TH ST,GAINESVILLE,FL,32605,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
432390,432390,-82.3304802225017,29.6565375318863,453998,601 NW 6TH ST,GAINESVILLE,FL,32601,Nonessential,NA
432397,432397,-82.3919221873474,29.703192036981,561499,4631 NW 53RD AVE,GAINESVILLE,FL,32653,Essential*,Anything needed to support continuation of essential services
432398,432398,-82.439721,29.67777,541320,9218 NW 26TH AVE,GAINESVILLE,FL,32606,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
432420,432420,-82.339884,29.623734,721110,2900 SW 13TH ST,GAINESVILLE,FL,32608,Essential,(pg.15)
432423,432423,-82.380042,29.669229,813110,3745 NW 16TH BLVD,GAINESVILLE,FL,32605,Essential*,For essential support (pg. 14)
432425,432425,-82.4257305,29.770128,532120,12537 US HWY 441,ALACHUA,FL,32615,Essential*,Conflicitng requirements (pg. 9-10)
432464,432464,-82.3232925,29.543427,238310,12014 SW 1ST ST,MICANOPY,FL,32667,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
432492,432492,-82.3543605,29.69649,813410,2200 NW 45TH AVE,GAINESVILLE,FL,32605,Nonessential,NA
432503,432503,-82.334871,29.697507,541910,4605 NW 6TH ST G,GAINESVILLE,FL,32609,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
432559,432559,-82.38951,29.656125,621111,4340 WEST NEWBERRY ROAD 203,GAINESVILLE,FL,32607,Essential,(pg. 1)
432584,432584,-82.5280425,29.649609,561720,424 SW 174TH ST,NEWBERRY,FL,32669,Essential,Definitely essential in hospitals
432593,432593,-82.47933,29.573874,238320,12812 SW 89TH AVE,ARCHER,FL,32618,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
432597,432597,-82.414782,29.662227,541711,6800 NW 9TH BLVD 3,GAINESVILLE,FL,32605,NA,NA
432631,432631,-82.550403,29.558889,561990,19905 SW 95TH AVE,ARCHER,FL,32618,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
432634,432634,-82.4115015,29.690883,541611,4110 NW 64TH ST,GAINESVILLE,FL,32606,Essential*,Anything needed to support continuation of essential services
432642,432642,-82.2805147732227,29.6390634669538,423310,3530 SE HAWTHORNE ROAD,GAINESVILLE,FL,32641,Essential,(pg.15)
432644,432644,-82.3712715,29.616165,541990,3316 SW 41ST PLACE APT 13,GAINESVILLE,FL,32608,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
432650,432650,-82.3501622032281,29.6369293455773,621111,2000 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg. 1)
432673,432673,-82.3752154374098,29.6124299376194,237210,4428 SW 35TH TERRACE,GAINESVILLE,FL,32608,Nonessential,NA
432677,432677,-82.395423,29.658357,524210,4880 WEST NEWBERRY ROAD,GAINESVILLE,FL,32607,Essential,(pg.16)
432692,432692,-82.3395105,29.662839,NA,1120 NW 13TH STREET,GAINESVILLE,FL,32601,NA,NA
432723,432723,-82.4187735,29.67948,332323,7110 NW 28TH AVE,GAINESVILLE,FL,32606,Nonessential,NA
432734,432734,-82.386693,29.678994,621399,2830 NW 41ST ST B,GAINESVILLE,FL,32606,Essential,(pg. 1)
432753,432753,-82.3366215,29.67381,812112,1135 NW 23RD AVE EAST,GAINESVILLE,FL,32609,Nonessential,NA
432781,432781,-82.417113,29.65302,238320,6933 WEST UNIVERSITY AVE,GAINESVILLE,FL,32607,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
432784,432784,-82.440234,29.69109,453998,9200 NW 39TH AVE 130,GAINESVILLE,FL,32606,Nonessential,NA
432791,432791,-82.4212035,29.601657,541810,5745 SW 75TH ST 333,GAINESVILLE,FL,32608,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
432793,432793,-82.6082415,29.635416,561730,25183 SW 19TH AVE,NEWBERRY,FL,32669,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
432854,432854,-82.4039894047778,29.6613142059616,621210,932 NW 57TH ST,GAINESVILLE,FL,32605,Essential,(pg. 1)
432891,432891,-82.43262,29.686653,541990,3712 NW 84TH DRIVE,GAINESVILLE,FL,32606,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
432894,432894,-82.596744,29.702376,561990,23807 NW 51ST PLACE,NEWBERRY,FL,32669,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
432904,432904,-82.414197091981407,29.6595041773612,451120,6639 WEST NEWBERRY ROAD,GAINESVILLE,FL,32605,Nonessential,NA
432908,432908,-82.342143,29.865987,813410,23011 NORTH STATE ROAD 235,BROOKER,FL,32622,Nonessential,NA
432917,432917,-82.36733,29.62397,NA,WEBSITE ONLY,GAINESVILLE,FL,32608,NA,NA
432920,432920,-82.5198435,29.536875,722511,201 NE ARCHER ROAD,ARCHER,FL,32618,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
432942,432942,-82.4541435,29.633454,621111,10505 SW 21ST AVE,GAINESVILLE,FL,32607,Essential,(pg. 1)
432954,432954,-82.4439735,29.617722,561990,3904 SW 95TH DRIVE,GAINESVILLE,FL,32608,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
432977,432977,-82.388691,29.699874,531210,4907 NW 43RD ST A,GAINESVILLE,FL,32606,Essential,(pg. 14)
432990,432990,-82.4966505,29.650788,531311,300 SW 143RD ST,NEWBERRY,FL,32669,Essential,(pg. 14)
432991,432991,-82.3683915,29.662776,NA,3110 NW 10TH PLACE,GAINESVILLE,FL,32605,NA,NA
433039,433039,-82.609551,29.820735,NA,18097 NW 250 TERR,HIGH SPRINGS,FL,32643,NA,NA
433049,433049,-82.495584,29.788506,453310,14545 NW 141ST ST,ALACHUA,FL,32615,Nonessential,NA
433054,433054,-82.4952105,29.655225,445310,14224 WEST NEWBERRY ROAD,NEWBERRY,FL,32669,Essential,(pg. 3)
433077,433077,-82.609614,29.788695,541990,14540 NW STATE ROAD 45,HIGH SPRINGS,FL,32643,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
433109,433109,-82.0679535,29.492388,445210,23901 SE 177TH AVE,HAWTHORNE,FL,32640,Essential,(pg. 3)
433113,433113,-82.4106759285982,29.659755435192,621399,6440 WEST NEWBERRY ROAD 508,GAINESVILLE,FL,32605,Essential,(pg. 1)
433145,433145,-82.561743,29.726577,541320,20615 NW 78TH AVE,ALACHUA,FL,32615,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
433152,433152,-82.3446,29.637657,561499,1601 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential*,Anything needed to support continuation of essential services
433196,433196,-82.3714515,29.697939,561990,4708 NW 33RD TERRACE,GAINESVILLE,FL,32605,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
433228,433228,-82.4313015,29.653209,621330,27 NW 84TH ST,GAINESVILLE,FL,32607,Essential,(pg. 1)
433236,433236,-82.438551,29.608173,621111,9150 SW 49TH PLACE A,GAINESVILLE,FL,32608,Essential,(pg. 1)
433263,433263,-82.449504,29.637405,813410,10104 SW 17TH PLACE,GAINESVILLE,FL,32607,Nonessential,NA
433265,433265,-82.323801,29.654307,541110,309 NE 1ST ST,GAINESVILLE,FL,32601,Essential,(pg.15)
433306,433306,-82.4547015,29.67489,561990,2321 NW 106TH DRIVE,GAINESVILLE,FL,32606,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
433342,433342,-82.34271,29.639799,621111,1600 SW ARCHER ROAD 4146,GAINESVILLE,FL,32610,Essential,(pg. 1)
433345,433345,-82.6114005,29.638188,611692,25402 SW 16TH AVE,NEWBERRY,FL,32669,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
433354,433354,-82.407861,29.69145,812199,6058 NW 41ST LANE,GAINESVILLE,FL,32606,Nonessential,NA
433390,433390,-82.477242,29.62818,812113,2710 SW 125TH ST,ARCHER,FL,32618,Nonessential,NA
433435,433435,-82.3321914282258,29.6521229294356,812112,714 WEST UNIVERSITY AVE,GAINESVILLE,FL,32601,Nonessential,NA
433457,433457,-82.32354,29.670876,812320,1952 NORTH MAIN ST,GAINESVILLE,FL,32609,Essential,(pg. 19)
433471,433471,-82.32534,29.548404,541611,11528 HWY 441 SOUTH,MICANOPY,FL,32667,Essential*,Anything needed to support continuation of essential services
433475,433475,-82.3289805,29.650446,531130,400 SW 2ND AVE,GAINESVILLE,FL,32601,Essential,(pg. 14)
433477,433477,-82.3880835,29.675628,722511,2441 NW 43RD ST,GAINESVILLE,FL,32606,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
433495,433495,-82.385244,29.653299,541110,4001 WEST NEWBERRY ROAD E4,GAINESVILLE,FL,32607,Essential,(pg.15)
433526,433526,-82.31031,29.656926,561730,1203 NE 6TH AVE,GAINESVILLE,FL,32601,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
433546,433546,-82.371663,29.652372,236220,3324 WEST UNIVERSITY AVE,GAINESVILLE,FL,32607,Essential,(pg.15)
433571,433571,-82.591810108839,29.8356469432332,237210,1025 NORTH MAIN ST 3,HIGH SPRINGS,FL,32643,Nonessential,NA
433603,433603,-82.337022,29.68533,531210,3516 NW 12TH ST,GAINESVILLE,FL,32609,Essential,(pg. 14)
433634,433634,-82.434852,29.561706,442210,10102 SW 86TH TERRACE,GAINESVILLE,FL,32608,Nonessential,NA
433637,433637,-82.4168925,29.662425,722511,6944 NW 10TH PLACE,GAINESVILLE,FL,32605,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
433641,433641,-82.474353,29.660454,541620,12325 NW 8TH PLACE,NEWBERRY,FL,32669,Essential*,Anything needed to support continuation of essential services
433655,433655,-82.4025735,29.670507,443142,1940 NW 55TH TERRACE,GAINESVILLE,FL,32605,Essential,(pg.16)
433690,433690,-82.29483,29.667456,621111,1621 NE WALDO ROAD,GAINESVILLE,FL,32609,Essential,(pg. 1)
433701,433701,-82.564821,29.830374,112990,20708 NW 190TH AVE,HIGH SPRINGS,FL,32643,Essential,(pg. 4)
433719,433719,-82.4108535,29.66346,NA,1131 NW 64TH TER STE A,GAINESVILLE,FL,32605,NA,NA
433724,433724,-82.3880835,29.675628,622110,2441 NW 43RD ST 3B,GAINESVILLE,FL,32606,Essential,(pg. 1)
433729,433729,-82.3327515,29.66688,561311,802 NW 16TH AVE B,GAINESVILLE,FL,32601,Essential*,Anything needed to support continuation of essential services
433739,433739,-82.439982,29.613879,621111,4236 SW 91ST DRIVE,GAINESVILLE,FL,32608,Essential,(pg. 1)
433805,433805,-82.3728735,29.65086,339950,110 SW 34TH ST,GAINESVILLE,FL,32607,Nonessential,NA
433810,433810,-82.492713,29.744568,541370,9715 NW 143RD ST,ALACHUA,FL,32615,Essential,(pg. 14)
433842,433842,-82.396314,29.727963,NA,5050 NW 80TH ROAD,GAINESVILLE,FL,32653,NA,NA
433847,433847,-82.390392,29.701962,524210,5200 NW 43RD ST,GAINESVILLE,FL,32606,Essential,(pg.16)
433852,433852,-82.4355135,29.661435,NA,8722 NW 9TH PLACE,GAINESVILLE,FL,32606,NA,NA
433865,433865,-82.3454325,29.652183,722511,1720 WEST UNIVERSITY AVE,GAINESVILLE,FL,32603,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
433877,433877,-82.3285125,29.683539,561720,3320 NW 4TH ST,GAINESVILLE,FL,32609,Essential,Definitely essential in hospitals
433928,433928,-82.395594,29.697075,561622,4580 NW 49TH ST APT 108,GAINESVILLE,FL,32606,Essential,(pg. 2)
433948,433948,-82.46817,29.820402,454113,18024 NW 112TH BLVD,ALACHUA,FL,32615,NA,NA
433964,433964,-82.385073,29.654109,NA,4000 WEST NEWBERRY ROAD D2,GAINESVILLE,FL,32607,NA,NA
433982,433982,-82.4226705,29.657493,722511,516 NW 75TH ST,GAINESVILLE,FL,32607,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
434049,434049,-82.1727225,29.787228,813110,14370 KENNARD ST,WALDO,FL,32694,Essential*,For essential support (pg. 14)
434051,434051,-82.311363,29.662677,444190,1121 NE 11TH ST,GAINESVILLE,FL,32601,Essential,(pg.17)
434060,434060,-82.3303035,29.653758,522298,523 NW 3RD AVE,GAINESVILLE,FL,32601,Essential,(pg.16)
434062,434062,-82.3497435,29.793618,238210,15004 NW COUNTY ROAD 231,GAINESVILLE,FL,32609,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
434080,434080,-82.090701,29.594133,611110,21633 SE 65TH AVE,HAWTHORNE,FL,32640,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
434138,434138,-82.2991367914196,29.6570588267462,541711,616 NE 20TH ST,GAINESVILLE,FL,32641,NA,NA
434154,434154,-82.5911228452827,29.8238031470771,453998,70 NE RAILROAD AVE,HIGH SPRINGS,FL,32643,Nonessential,NA
434159,434159,-82.3846005,29.708757,512290,4027 NW 59TH AVE,GAINESVILLE,FL,32653,Nonessential,NA
434218,434218,-82.4545215,29.602962,722513,10506 SW 55TH PLACE,GAINESVILLE,FL,32608,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
434231,434231,-82.3749705,29.691648,541110,4136 NW 35TH ST,GAINESVILLE,FL,32605,Essential,(pg.15)
434239,434239,-82.34271,29.639799,621111,1600 SW ARCHER ROAD 2,GAINESVILLE,FL,32610,Essential,(pg. 1)
434324,434324,-82.349793,29.633832,541940,2015 SW 16TH AVE,GAINESVILLE,FL,32608,Essential,(pg. 4)
434331,434331,-82.390563,29.67804,621999,2770 NW 43RD ST A,GAINESVILLE,FL,32606,Essential,(pg. 1)
434358,434358,-82.333143,29.660589,561720,804 NW 9TH AVE,GAINESVILLE,FL,32601,Essential,Definitely essential in hospitals
434415,434415,-82.3391742043014,29.6544474447358,442110,315 NW 13TH ST,GAINESVILLE,FL,32601,Nonessential,NA
434499,434499,-82.4851935,29.670633,424590,13414 NW 19TH PLACE,GAINESVILLE,FL,32606,Essential,(pg. 3)
434530,434530,-82.3393260517216,29.6498340002245,813920,SW 13TH ST,GAINESVILLE,FL,32601,Essential*,Anything needed to support continuation of essential services
434541,434541,-82.4106759285982,29.659755435192,621111,6440 WEST NEWBERRY ROAD 402,GAINESVILLE,FL,32605,Essential,(pg. 1)
434573,434573,-82.382472,29.616138,721110,4155 SW 40TH BLVD,GAINESVILLE,FL,32608,Essential,(pg.15)
434621,434621,-82.322973,29.651778,921120,201 EAST UNIVERSITY AVE,GAINESVILLE,FL,32601,Essential,(pg. 14)
434627,434627,-82.392183,29.704149,621111,5329 NW 46TH TERRACE,GAINESVILLE,FL,32653,Essential,(pg. 1)
434633,434633,-82.337544,29.665062,541810,1210 NW 14TH AVE,GAINESVILLE,FL,32601,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
434668,434668,-82.4732645731552,29.6615756081403,624410,121 SW 122ND TERRACE,NEWBERRY,FL,32669,Essential,Childcare must be carried out in stable groups of 10 or fewer (inclusive of childcare providers for the group) (pg.15)
434721,434721,-82.334871,29.697507,423460,4605 NW 6TH ST,GAINESVILLE,FL,32609,Essential,(pg. 1)
434726,434726,-82.324494,29.668635,541110,1800 NORTH MAIN ST,GAINESVILLE,FL,32609,Essential,(pg.15)
434732,434732,-82.3501622032281,29.6369293455773,621511,2000 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg. 1)
434766,434766,-82.3796325,29.677437,561520,2616 NW 37TH TERRACE,GAINESVILLE,FL,32605,Nonessential,NA
434767,434767,-82.385244,29.673495,812320,2228 NW 40TH TERRACE A,GAINESVILLE,FL,32605,Essential,(pg. 19)
434772,434772,-82.4115825,29.656296,453998,6419 WEST NEWBERRY ROAD,GAINESVILLE,FL,32605,Nonessential,NA
